Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
15:03:54,teste,24.94,65.0,412.0,458.0,4045.0,0,120
15:03:54,teste,24.94,65.0,412.0,458.0,4045.0,0,121
15:03:55,teste,24.94,65.0,412.0,458.0,4045.0,0,122
15:03:55,teste,24.94,65.0,412.0,458.0,4045.0,0,123
15:03:56,teste,24.94,65.0,412.0,458.0,4045.0,0,124
15:03:56,teste,24.94,65.0,412.0,458.0,4045.0,0,125
15:03:57,teste,24.94,65.0,412.0,458.0,4045.0,0,126
15:03:57,teste,24.94,65.0,412.0,458.0,4045.0,0,127
15:03:58,teste,24.94,65.0,412.0,458.0,4045.0,0,128
15:03:58,teste,24.94,65.0,412.0,458.0,4045.0,0,129
15:03:59,teste,24.94,65.0,412.0,458.0,4045.0,0,130
15:03:59,teste,24.94,65.0,412.0,458.0,4045.0,0,131
15:04:00,teste,24.94,65.0,412.0,458.0,4045.0,0,132
15:04:00,teste,24.94,65.0,412.0,458.0,4045.0,0,133
15:04:01,teste,24.94,65.0,412.0,458.0,4045.0,0,134
15:04:01,teste,24.94,65.0,412.0,458.0,4045.0,0,135
15:04:02,teste,24.94,65.0,412.0,458.0,4045.0,0,136
15:04:02,teste,24.94,65.0,412.0,458.0,4045.0,0,137
15:04:03,teste,24.94,65.0,412.0,458.0,4045.0,0,138
15:04:03,teste,24.94,65.0,412.0,458.0,4045.0,0,139
15:04:04,teste,24.94,65.0,412.0,458.0,4045.0,0,140
15:04:04,teste,24.94,65.0,412.0,458.0,4045.0,0,141
15:04:05,teste,24.94,65.0,412.0,458.0,4045.0,0,142
15:04:05,teste,24.94,65.0,412.0,458.0,4045.0,0,143
15:04:06,teste,24.94,65.0,404.0,450.0,4049.0,0,144
15:04:06,teste,24.94,65.0,404.0,450.0,4049.0,0,145
15:04:07,teste,24.94,65.0,404.0,450.0,4049.0,0,146
15:04:07,teste,24.94,65.0,404.0,450.0,4049.0,0,147
15:04:08,teste,24.94,65.0,404.0,450.0,4049.0,0,148
15:04:08,teste,24.94,65.0,404.0,450.0,4049.0,0,149
15:04:09,teste,24.94,65.0,404.0,450.0,4049.0,0,150
15:04:09,teste,24.94,65.0,404.0,450.0,4049.0,0,151
15:04:10,teste,24.94,65.0,404.0,450.0,4049.0,0,152
15:04:11,teste,24.94,65.0,404.0,450.0,4049.0,0,153
15:04:11,teste,24.94,65.0,404.0,450.0,4049.0,0,154
15:04:12,teste,24.94,65.0,404.0,450.0,4049.0,0,155
15:04:12,teste,24.94,65.0,404.0,450.0,4049.0,0,156
15:04:13,teste,24.94,65.0,404.0,450.0,4049.0,0,157
15:04:13,teste,24.94,65.0,404.0,450.0,4049.0,0,158
15:04:14,teste,24.94,65.0,404.0,450.0,4049.0,0,159
15:04:15,teste,24.94,65.0,404.0,450.0,4049.0,0,160
15:04:15,teste,24.94,65.0,404.0,450.0,4049.0,0,161
15:04:16,teste,24.94,65.0,403.0,448.0,4050.0,0,162
15:04:16,teste,24.94,65.0,403.0,448.0,4050.0,0,163
15:04:17,teste,24.94,65.0,403.0,448.0,4050.0,0,164
15:04:17,teste,24.94,65.0,403.0,448.0,4050.0,0,165
15:04:18,teste,24.94,65.0,403.0,448.0,4050.0,0,166
15:04:18,teste,24.94,65.0,403.0,448.0,4050.0,0,167
15:04:19,teste,24.94,65.0,403.0,448.0,4050.0,0,168
15:04:19,teste,24.94,65.0,403.0,448.0,4050.0,0,169
15:04:20,teste,24.94,65.0,403.0,448.0,4050.0,0,170
15:04:20,teste,24.94,65.0,401.0,443.0,4049.0,0,171
15:04:21,teste,24.94,65.0,401.0,443.0,4049.0,0,172
15:04:21,teste,24.94,65.0,401.0,443.0,4049.0,0,173
15:04:22,teste,24.94,65.0,401.0,443.0,4049.0,0,174
15:04:22,teste,24.94,65.0,401.0,443.0,4049.0,0,175
15:04:23,teste,24.94,65.0,401.0,443.0,4049.0,0,176
15:04:23,teste,24.94,65.0,401.0,443.0,4049.0,0,177
15:04:24,teste,24.94,65.0,401.0,443.0,4049.0,0,178
15:04:24,teste,24.94,65.0,401.0,443.0,4049.0,0,179
Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
15:04:26,teste,24.41,65.0,401.0,443.0,4049.0,0,1
15:04:27,teste,24.41,65.0,401.0,443.0,4049.0,0,2
15:04:28,teste,24.41,65.0,401.0,443.0,4049.0,0,3
15:04:29,teste,24.41,65.0,401.0,443.0,4049.0,0,4
15:04:30,teste,24.41,65.0,401.0,443.0,4049.0,0,5
15:04:31,teste,24.41,65.0,411.0,433.0,4048.0,0,6
15:04:32,teste,24.41,65.0,411.0,433.0,4048.0,0,7
15:04:33,teste,24.41,65.0,411.0,433.0,4048.0,0,8
15:04:34,teste,24.41,65.0,477.0,487.0,4026.0,0,9
15:04:36,teste,24.41,65.0,477.0,487.0,4026.0,0,10
15:04:37,teste,24.41,65.0,400.0,575.0,4033.0,0,11
15:04:38,teste,24.41,65.0,400.0,575.0,4033.0,0,12
15:04:39,teste,24.41,65.0,400.0,575.0,4033.0,0,13
15:04:40,teste,24.41,65.0,400.0,575.0,4033.0,0,14
15:04:41,teste,24.41,65.0,400.0,575.0,4033.0,1,15
15:04:42,teste,24.41,65.0,400.0,575.0,4033.0,1,16
15:04:43,teste,24.41,65.0,400.0,575.0,4033.0,1,17
15:04:44,teste,24.41,65.0,400.0,575.0,4033.0,1,18
15:04:45,teste,24.41,65.0,400.0,575.0,4033.0,1,19
15:04:46,teste,24.41,65.0,425.0,395.0,4050.0,1,20
